,name,lookup_value
16210,SAMBUCUS NIGRA,Sambucus nigra
16211,ELDEBERRY,Sambucus nigra
16212,ELDEBRRRY,Sambucus nigra
16213,ELDER BERRY,Sambucus nigra
16214,ELDERRBERRY,Sambucus nigra
16215,BLACK ELDERBERRY LOZENGES,Sambucus nigra
16216,BLACK ELDERBERRY,Sambucus nigra
16217,ELDERBERRY CHEWABLES,Sambucus nigra
16218,ELDERBERRY GUMMIES,Sambucus nigra
16219,ELDERBERRY GUMMY,Sambucus nigra
16220,ELDERBERRY JUICE,Sambucus nigra
16221,ELDERBERRY,Sambucus nigra
16222,ELDERBERRY PLUS,Sambucus nigra
16223,ELDERBERRY ROOT,Sambucus nigra
16224,ELDERBERRY,Sambucus nigra
16225,ELDERBERRY,Sambucus nigra
16226,ELDER FLOWER,Sambucus nigra
16227,FENNELL,Foeniculum vulgare
16228,GARCINA,Garcinia gummi
16229,GARCINIA,Garcinia gummi
16230,GRACINIA,Garcinia gummi
16231,GOJI,Lycium barbarum
16232,HOREHOUND,Marrubium vulgare
16233,MARRUBIUM VULGARE,Marrubium vulgare
16234,HOREHOUND TEA,Marrubium vulgare
16235,HORSETAIL,Equisetum hyemale
16236,HORESTAIL,Equisetum hyemale
16237,HORSE TAIL,Equisetum hyemale
16238,FIELD HORSETAIL,Equisetum hyemale
16239,ENGLISH IVY,Hedera helix
16240,HEDERA HELIX,Hedera helix
16241,IVY,Hedera helix
16242,IVY LEAF,Hedera helix
16243,HEDRA HELIX,Hedera helix
16244,KAVA-KAVA,Piper methysticum
16245,CAVA-CAVA,Piper methysticum
16246,KAVA KAVA,Piper methysticum
16247,MIKLTHISTLE,Silybum marianum
16248,MILD THISTLE,Silybum marianum
16249,MILK CHISTLE,Silybum marianum
16250,MILK GRISTLE,Silybum marianum
16251,MILK THIASTLE,Silybum marianum
16252,MILKTHISLE,Silybum marianum
16253,MILK THISLE,Silybum marianum
16254,MILK THISLTE,Silybum marianum
16255,MILK THISSLE,Silybum marianum
16256,MILK THISTEL,Silybum marianum
16257,MILKTHISTLE,Silybum marianum
16258,MILK -THISTLE,Silybum marianum
16259,MILK-THISTLE,Silybum marianum
16260,MILK THRISTLE,Silybum marianum
16261,MILK THSTLE,Silybum marianum
16262,THISTLE,Silybum marianum
16263,MILT THISTLE,Silybum marianum
16264,MIOLK THISTLE,Silybum marianum
16265,THISTLE,Silybum marianum
16266,THISTLE,Silybum marianum
16267,14 MILK THISTLE,Silybum marianum
16268,CVS MILK THISTLE,Silybum marianum
16269,EQL MILK THISTLE,Silybum marianum
16270,GNC MILK THISTLE,Silybum marianum
16271,MILK FIZZLE,Silybum marianum
16272,MILKTHISEL,Silybum marianum
16273,MILK THISSEL,Silybum marianum
16274,^MILKTHISTLE^,Silybum marianum
16275,MILK THISTLE,Silybum marianum
16276,MILK THISTLE OR,Silybum marianum
16277,MILK THISTLE TEA,Silybum marianum
16278,MILK-THISTOL,Silybum marianum
16279,RA MILK THISTLE,Silybum marianum
16280,OLIVE LEAVES,Olea europaea
16281,OREGAN,Origanum vulgare
16282,OREGANOL,Origanum vulgare
16283,CUMERIC,Curcuma longa
16284,TEMERIC,Curcuma longa
16285,TERMARIC,Curcuma longa
16286,TERMERIC,Curcuma longa
16287,TERMERICK,Curcuma longa
16288,TERMURIC,Curcuma longa
16289,THMERIC,Curcuma longa
16290,TUMARIC,Curcuma longa
16291,TUMERAC,Curcuma longa
16292,TUMERICA,Curcuma longa
16293,TUMERICE,Curcuma longa
16294,TUMMERIC,Curcuma longa
16295,TUMRERIC,Curcuma longa
16296,TUMURIC,Curcuma longa
16297,TUNERIC,Curcuma longa
16298,TUNMERIC,Curcuma longa
16299,TUREMERIC,Curcuma longa
16300,TURERIC,Curcuma longa
16301,TURMARIC,Curcuma longa
16302,TURMEDIC,Curcuma longa
16303,TURMENIC,Curcuma longa
16304,TURMERI,Curcuma longa
16305,TURMERIA,Curcuma longa
16306,TURMERIC +,Curcuma longa
16307,TURMERICE,Curcuma longa
16308,TURMERIDC,Curcuma longa
16309,TURMERIK,Curcuma longa
16310,TURMIC,Curcuma longa
16311,TURMIERIC,Curcuma longa
16312,TURMINIC,Curcuma longa
16313,TURMRIC,Curcuma longa
16314,TURMRNIC,Curcuma longa
16315,TURMURIC,Curcuma longa
16316,TURNEEIC,Curcuma longa
16317,TURNERIC,Curcuma longa
16318,TURNMERIC,Curcuma longa
16319,TAGARA,Valeriana officinalis
16320,VALERIANA OFFICINALIS,Valeriana officinalis
16321,VAILERGAN,Valeriana officinalis
16322,VALARIAN,Valeriana officinalis
16323,VALCRIAN,Valeriana officinalis
16324,VALERGAN,Valeriana officinalis
16325,VALERIAAN,Valeriana officinalis
16326,VALERIAL,Valeriana officinalis
16327,VALERIANA,Valeriana officinalis
16328,VALERIANAE,Valeriana officinalis
16329,VALERIANE,Valeriana officinalis
16330,VALERINA,Valeriana officinalis
16331,VALERIUM,Valeriana officinalis
16332,VALLERIAN,Valeriana officinalis
16333,VALORAN,Valeriana officinalis
16334,VALRIAN,Valeriana officinalis
16335,VELERIN,Valeriana officinalis
16336,HOPPS VALERIAN,Valeriana officinalis
16337,GABA VALERIAN,Valeriana officinalis
16338,VALERIANA OFFICINALE,Valeriana officinalis
16339,VALERIANA OFFICINALIS ROOT,Valeriana officinalis
16340,VALERIAN OFFICINALIS,Valeriana officinalis
16341,VAKERIAN ROOT,Valeriana officinalis
16342,VALARIAN ROOT,Valeriana officinalis
16343,VALERIANA COMP,Valeriana officinalis
16344,VALERIAN COMPLEX,Valeriana officinalis
16345,VALERIAN DRAGEE,Valeriana officinalis
16346,VALERIAN,Valeriana officinalis
16347,VALERIAN HEEL,Valeriana officinalis
16348,VALERIAN HERB,Valeriana officinalis
16349,VALERIAN OTC,Valeriana officinalis
16350,VALERIAN,Valeriana officinalis
16351,VALERIAN (ROOT),Valeriana officinalis
16352,VALERIAN RT,Valeriana officinalis
16353,VALERIAN,Valeriana officinalis
16354,VALERIAN TEA,Valeriana officinalis
16355,VALERIAN TEAS,Valeriana officinalis
16356,VALERIEN ROOT,Valeriana officinalis
16357,VALERION ROOT,Valeriana officinalis
16358,VALTRIAN HCT,Valeriana officinalis
16359,VLERIAN ROOT,Valeriana officinalis
16360,WHEAT,Triticum aestivum
16361,WHEATGRASS,Triticum aestivum
16362,WHEAT GRASS,Triticum aestivum
16363,BARLEY,Hordeum vulgare
16364,HORDEUM VULGARE,Hordeum vulgare
16365,BARLEY.,Hordeum vulgare
16366,BARLEY GRASS,Hordeum vulgare
16367,BARLEY GREEN,Hordeum vulgare
16368,YOHIMBEX,Pausinystalia johimbe
16369,ACV,Malus domestica
16370,ACV PLUS WITH GREEN TEA,Malus domestica
16371,APPLE CIDAR VINEGAR,Malus domestica
16372,APPLE CIDAR VINEGAR SUPPLEMENTS,Malus domestica
16373,APPLE CIDAR VINIGAR,Malus domestica
16374,APPLE CIDER,Malus domestica
16375,APPLE CIDER AND VINEGAR,Malus domestica
16376,APPLE CIDER,Malus domestica
16377,APPLE CIDER PECTIN,Malus domestica
16378,APPLE CIDER,Malus domestica
16379,APPLE CIDER VIEGAR,Malus domestica
16380,APPLE CIDER VINAGER,Malus domestica
16381,APPLE CIDER VINEAGAR,Malus domestica
16382,APPLE CIDER VINEGAR + GREEN TEA SUPPLEMENT,Malus domestica
16383,APPLE CIDER VINEGAR AND LAVENDER,Malus domestica
16384,APPLE CIDER VINEGAR PLUS BROMELAIN AN.,Malus domestica
16385,APPLE CIDER VINEGAR PLUS CHROMIUM,Malus domestica
16386,APPLE CIDER VINEGAR TEA,Malus domestica
16387,APPLE CIDER VINEGAR W/GINGER CAYENNE +MAPLE,Malus domestica
16388,APPLE CIDER VINEGAR WITH GRAPEFRUIT EXTRACT,Malus domestica
16389,APPLE CIDER VINEGAR WITH HONEY,Malus domestica
16390,APPLE CIDER VINGEGAR,Malus domestica
16391,APPLE CIDER VINGER,Malus domestica
16392,APPLE CIDER VINIGAR,Malus domestica
16393,APPLE CIDER VNEGAR,Malus domestica
16394,APPLE CIGER VINEGAR,Malus domestica
16395,APPLE VINEGAR,Malus domestica
16396,APPLECIDER VINEGAR,Malus domestica
16397,BONE BROTH APPLE CIDER VINEGAR,Malus domestica
16398,LEMON HONEY MOTHERS APPLE CIDER VINEGAR DRINKS,Malus domestica
16399,ORGANIC APPLE CIDER VINEGAR AND LOCAL HONEY,Malus domestica
16400,RED APPLE CIDER VINEGAR,Malus domestica
16401,VITAMIN C WITH APPLE CIDER VINEGAR AND APPLE JUICE,Malus domestica
16402,CIDER VINAGER,Malus domestica
16403,CIDER VINGER,Malus domestica
16404,"AMAIGRISSANT (CIDER VINEGAR, CHICORY, ROYAL JELLY, MEADOW SWEET",Malus domestica
16405,"LECITHIN, KELP AND CIDER VINEGAR COMPLEX",Malus domestica
16406,RAW CIDER VINEGAR,Malus domestica
16407,BLACK CUMIN,Nigella sativa
16408,BLACK CUMIN ELIXIR(OTHER THERAPEUTIC PRODUCTS),Nigella sativa
16409,BLACK CUMIN,Nigella sativa
16410,BLACK CUMIN SEED,Nigella sativa
16411,BLACK CUMIN SEED,Nigella sativa
16412,CUMIN SEED,Nigella sativa
16413,NIGELLA,Nigella sativa
16414,NIGELLA SATIVA,Nigella sativa
16415,BLACK SEED [NIGELLA SATIVA SEED],Nigella sativa
16416,ASCORBIC ACID;BOSWELLIA SERRATA RESIN;CHONDROITIN SULFATE;COLLAGEN;GLU,Boswellia serrata
16417,BORON;BOSWELLIA SERRATA;CHONDROITIN SULFATE;COLLAGEN;CURCUMA LONGA RHI,Boswellia serrata
16418,BOSWELIA SERRATA,Boswellia serrata
16419,BOSWELL SERATA,Boswellia serrata
16420,BOSWELLA EXTRACT,Boswellia serrata
16421,BOSWELLA SERRATA,Boswellia serrata
16422,BOSWELLI SERRATA DE,Boswellia serrata
16423,BOSWELLIA EXTRACT,Boswellia serrata
16424,BOSWELLIA SACRA,Boswellia serrata
16425,BOSWELLIA SE,Boswellia serrata
16426,BOSWELLIA SERRATA,Boswellia serrata
16427,BOSWELLIA SERRATA (GLUCOSATRIN),Boswellia serrata
16428,BOSWELLIA SERRATA EXTRACT (BOSWELLIA SERRATA EXTRACT),Boswellia serrata
16429,BOSWELLIA SERRATA EXTRACT (RESIN),Boswellia serrata
16430,BOSWELLIA SERRATA,Boswellia serrata
16431,BOSWELLIA SERRATA OLEORESIN;CURCUMIN;PIPE,Boswellia serrata
16432,BOSWELLIA SERRATA W/CETYL MYRISTOLEATE/CH,Boswellia serrata
16433,BOSWELLIA SERRATA W/CETYL MYRISTOLEATE/CHONDROITIN SULFATE/CURCUMA,Boswellia serrata
16434,BOSWELLIA SERRATA GUM;BROMELAINS;CURCUMA LONGA ROOT;PICRORHIZA KURROA,Boswellia serrata
16435,BOSWELLIA SERRATA W/BROMELAINS/COLLAGEN/G,Boswellia serrata
16436,BOSWELLIA SERRATA RESIN EXTRACT,Boswellia serrata
16437,BOSWELLIA SERRATA W/BROMELAINS/CALCIUM ASCORBATE/CALCIUM OROTATE/CHOND,Boswellia serrata
16438,BOSWELLIA SERRATA W/CHONDROITIN SUL,Boswellia serrata
16439,BOSWELLIA SERRATA W/CHONDROITIN SUL/07956901/,Boswellia serrata
16440,BOSWELLIA SERRATA W/COLECALCIFEROL/GLUCOSAMIN,Boswellia serrata
16441,BOSWELLIA SERRATA W/CURCUMA LONGA RHIZOME/GLU,Boswellia serrata
16442,BOSWELLIA SERRATA+CHONDROITIN SULFATE+CITRUS BIOFLAVONOIDS+COLLAGEN+DI,Boswellia serrata
16443,BOSWELLIA SERRATA/CURCUMA LONGA/DL-PHENYLALANINE/NATTOKINASE,Boswellia serrata
16444,BOSWELLIA SERRATA/CURCUMA LONGA/DL?PHENYLALANINE/NATTOKINASE,Boswellia serrata
16445,BOSWELLIA SERRATA;CHONDROITIN,Boswellia serrata
16446,BOSWELLIA SERRATA;COLECALCIFEROL;CURCUMA LONGA RHIZOME;GLUCOSAMINE SUL,Boswellia serrata
16447,BOSWELLIA SERRATA;CURCUMA LONGA;DL-PHENYLALANINE;NATTOKINASE,Boswellia serrata
16448,BOSWELLIA SERRATA;CURCUMA LONGA;DL?PHENYLALANINE;NATTOKINASE,Boswellia serrata
16449,BOSWELLIA SERRATA;GLUCOSAMINE,Boswellia serrata
16450,BOSWELLIA SERRATA;GLUCOSAMINE [DIETARY SUPPLEMENT],Boswellia serrata
16451,"CUCURAMIN (BOSWELLIA SERRATA, CURCUMA LONGA, DI-PHENYLALANINE, NATTOKINASE)",Boswellia serrata
16452,GLUCOSAMINE WITH BOSWELLIA SERRATA (DIETARY SUPPLEMENT\HERBALS),Boswellia serrata
16453,NUTRIENTS NOS/CURCUMA LONGA ROOT WITH RHIZOME/BOSWELLIA SERRATA,Boswellia serrata
16454,OSTEO BI-FLEX [ASCORBIC ACID;BOSWELLIA SERRATA RESIN;CHONDROITIN S,Boswellia serrata
16455,OSTEO BI-FLEX [ASCORBIC ACID;BOSWELLIA SERRATA RESIN;CHONDROITIN SULFA,Boswellia serrata
16456,OSTEO BI?FLEX [ASCORBIC ACID;BOSWELLIA SERRATA RESIN;CHONDROITIN SULFA,Boswellia serrata
16457,INDIAN FRANKINCENSE,Boswellia serrata
16458,CHLORELLA,Chlorella vulgaris
16459,CHLORELLA (CHLORELLA VULGARIS),Chlorella vulgaris
16460,CHLORELLA ALGEN,Chlorella vulgaris
16461,CHLORELLA VULGARIS,Chlorella vulgaris
16462,CHLORELLA VULGARIS (CHLORELLA VULGARIS),Chlorella vulgaris
16463,CHLORELLA [CHLORELLA VULGARIS],Chlorella vulgaris
16464,CHLORELLA SPP.,Chlorella vulgaris
16465,CRANBERRY FRUIT,Vaccinium macrocarpon
16466,CRANBERRY FRUIT C,Vaccinium macrocarpon
16467,CRANBERRY FRUIT JUICE,Vaccinium macrocarpon
16468,CRANBERRY FRUIT,Vaccinium macrocarpon
16469,BEARBERRY,Vaccinium macrocarpon
16470,BLENDED FROZEN CRANBERRIES,Vaccinium macrocarpon
16471,CANBERRY,Vaccinium macrocarpon
16472,CARNBERRIES,Vaccinium macrocarpon
16473,CRAMBERRY,Vaccinium macrocarpon
16474,CRANBERR,Vaccinium macrocarpon
16475,CRANBERRIES,Vaccinium macrocarpon
16476,CRANBERRIES EXTRACT,Vaccinium macrocarpon
16477,CRANBERRIES,Vaccinium macrocarpon
16478,ORGANIC CRANBERRIES,Vaccinium macrocarpon
16479,(CRANBERRY /01512301/),Vaccinium macrocarpon
16480,ACTIFRUIT CRANBERRY CHEW,Vaccinium macrocarpon
16481,AED CRANBERRY,Vaccinium macrocarpon
16482,ALIVE WOMEN'S 50+ CRANBERRY SOFTGELS,Vaccinium macrocarpon
16483,ALLURA CRANBERRY SUPPLEMENT OTC,Vaccinium macrocarpon
16484,ALOE VERA AND APPLE AND BILLBERRY AND BLUEBERRY AND CRANBERRY AND GENT,Vaccinium macrocarpon
16485,ASCORBIC ACID (+) CRANBERRY,Vaccinium macrocarpon
16486,ASCORBIC ACID PLUS CRANBERRY,Vaccinium macrocarpon
16487,ASEA CRANBERRY W VITAMIN C,Vaccinium macrocarpon
16488,AZO CRANBERRY (CRANBERRY + LACTOBACILLUS + VITAMIN C),Vaccinium macrocarpon
16489,AZO CRANBERRY,Vaccinium macrocarpon
16490,AZO CRANBERRY PLUS VITAMIN C,Vaccinium macrocarpon
16491,AZO CRANBERRY SUPPLEMENT,Vaccinium macrocarpon
16492,AZO CRANBERRY URINARY TRACT,Vaccinium macrocarpon
16493,AZO CRANBERRY URINARY TRACT HEALTH,Vaccinium macrocarpon
16494,AZO CRANBERRY WITH VITAMIN C,Vaccinium macrocarpon
16495,AZOCRANBERRY,Vaccinium macrocarpon
16496,AZOCRANBERRY,Vaccinium macrocarpon
16497,B-E-D-FISH CRANBERRY,Vaccinium macrocarpon
16498,BASIL CRANBERRY,Vaccinium macrocarpon
16499,BIO-ORGANICS CRANBERRY,Vaccinium macrocarpon
16500,BIOORGANICS CRANBERRY 10000 PLUS,Vaccinium macrocarpon
16501,BIOTIN CRANBERRY,Vaccinium macrocarpon
16502,BLACKMORES CRANBERRY,Vaccinium macrocarpon
16503,CARNBERRY,Vaccinium macrocarpon
16504,CENOVIS CRANBERRY,Vaccinium macrocarpon
16505,CENOVIS CRANBERRY 30000,Vaccinium macrocarpon
16506,CENOVIS CRANBERRY [VACCINIUM MACROCARPON],Vaccinium macrocarpon
16507,CO Q10-CRANBERRY WITH VITAMIN C,Vaccinium macrocarpon
16508,CONCENTRATED CRANBERRY,Vaccinium macrocarpon
16509,COQ10 CRANBERRY,Vaccinium macrocarpon
16510,COUNTRY LIFE CRANBERRY COMPLETE,Vaccinium macrocarpon
16511,CRABERRY/VITAMIN C (AZO CRANBERRY) (CAPSULES),Vaccinium macrocarpon
16512,CRAMBERRY (CRANBERRY),Vaccinium macrocarpon
16513,CRAMBERRY SUPPLEMENT (CRANBERRY SUPPLEMENT) (CRANBERRY SUPPLEMENT),Vaccinium macrocarpon
16514,CRAMBERY,Vaccinium macrocarpon
16515,CRANB ERRY,Vaccinium macrocarpon
16516,CRANBEERRY (CRANBERRY),Vaccinium macrocarpon
16517,CRANBERRRY,Vaccinium macrocarpon
16518,CRANBERRY                          /01512301/,Vaccinium macrocarpon
16519,CRANBERRY                          /01512305/,Vaccinium macrocarpon
16520,CRANBERRY                          /07199301/,Vaccinium macrocarpon
16521,CRANBERRY                          /07199302/,Vaccinium macrocarpon
16522,CRANBERRY                          /08559501/,Vaccinium macrocarpon
16523,CRANBERRY                     (VACCINIUM MACROCARPON),Vaccinium macrocarpon
16524,CRANBERRY    /01512301/ (VACCINIUM MACROCARPON),Vaccinium macrocarpon
16525,CRANBERRY,Vaccinium macrocarpon
16526,CRANBERRY,Vaccinium macrocarpon
16527,CRANBERRY                       /01512301/,Vaccinium macrocarpon
16528,CRANBERRY (36MG OF PAC),Vaccinium macrocarpon
16529,"CRANBERRY (ASCORBIC ACID, VACCINIUM MACROCARPON)",Vaccinium macrocarpon
16530,CRANBERRY (BLACKMORES CRANBERRY) (TABLETS),Vaccinium macrocarpon
16531,CRANBERRY (CRANBERRY BERCO),Vaccinium macrocarpon
16532,CRANBERRY (CRANBERRY BERCO) (TABLETS),Vaccinium macrocarpon
16533,CRANBERRY (CRANBERRY FRUIT),Vaccinium macrocarpon
16534,CRANBERRY (CRANBERRY),Vaccinium macrocarpon
16535,CRANBERRY (CRANBERRY) (CRANBERRY),Vaccinium macrocarpon
16536,CRANBERRY (CRANBERRY) (PILL) (CRANBERRY),Vaccinium macrocarpon
16537,CRANBERRY (CRANBERRY),Vaccinium macrocarpon
16538,CRANBERRY (GENERAL NUTRIENTS),Vaccinium macrocarpon
16539,CRANBERRY (NOS),Vaccinium macrocarpon
16540,CRANBERRY (OTHER NUTRIENTS),Vaccinium macrocarpon
16541,CRANBERRY (OTHER THERAPEUTIC PRODUCTS),Vaccinium macrocarpon
16542,CRANBERRY (VACCINIUIM OXYCOCCUS FRUIT EXTRACT),Vaccinium macrocarpon
16543,CRANBERRY (VACCINIUJM MACROCARPON),Vaccinium macrocarpon
16544,CRANBERRY (VACCINIUM MACROCAPRON),Vaccinium macrocarpon
16545,CRANBERRY (VACCINIUM MACROCARPON JUICE),Vaccinium macrocarpon
16546,CRANBERRY (VACCINIUM MACROCARPON JUICE) (UNKKNOWN),Vaccinium macrocarpon
16547,CRANBERRY (VACCINIUM MACROCARPON),Vaccinium macrocarpon
16548,CRANBERRY (VACCINIUM MACROCARPON) (TABLETS) (VACCINIUM MACROCARPON),Vaccinium macrocarpon
16549,CRANBERRY (VACCINIUM MACROCARPON) ONGOING,Vaccinium macrocarpon
16550,CRANBERRY (VACCINIUM MARCOCARPON),Vaccinium macrocarpon
16551,CRANBERRY (VACCINIUM OXYCOCCUS FRUIT EXTRACT),Vaccinium macrocarpon
16552,CRANBERRY (VACCINIUM OXYCOCCUS FRUIT EXTRACT) (CAPSULES),Vaccinium macrocarpon
16553,CRANBERRY (VACCINIUM SPP. FRUIT),Vaccinium macrocarpon
16554,CRANBERRY (VACCINIUM),Vaccinium macrocarpon
16555,CRANBERRY (VACCINUM MACROCARPON),Vaccinium macrocarpon
16556,CRANBERRY + BUCHU,Vaccinium macrocarpon
16557,CRANBERRY + C,Vaccinium macrocarpon
16558,CRANBERRY +,Vaccinium macrocarpon
16559,CRANBERRY + VITAMIN C,Vaccinium macrocarpon
16560,CRANBERRY + VITAMIN C              /06356601/,Vaccinium macrocarpon
16561,CRANBERRY + VITAMIN C [ASCORBIC ACID;VACCINIU,Vaccinium macrocarpon
16562,CRANBERRY + VITAMIN C [ASCORBIC ACID;VACCINIUM MACROCARPON],Vaccinium macrocarpon
16563,CRANBERRY + VITAMIN C/E,Vaccinium macrocarpon
16564,CRANBERRY +VITAMIN C,Vaccinium macrocarpon
16565,CRANBERRY /01512301/,Vaccinium macrocarpon
16566,CRANBERRY /01512301/ (CON.),Vaccinium macrocarpon
16567,CRANBERRY /01512301/ (VACCINIUM MACROCARPON),Vaccinium macrocarpon
16568,CRANBERRY /01512301/ (VACCINUM MACROCARPON),Vaccinium macrocarpon
16569,CRANBERRY /VITAMIN C,Vaccinium macrocarpon
16570,CRANBERRY 10000+,Vaccinium macrocarpon
16571,CRANBERRY 200MG,Vaccinium macrocarpon
16572,CRANBERRY 250MG,Vaccinium macrocarpon
16573,CRANBERRY 36 OPC,Vaccinium macrocarpon
16574,CRANBERRY 3600,Vaccinium macrocarpon
16575,CRANBERRY 400,Vaccinium macrocarpon
16576,CRANBERRY 400 VEGETARIAN A,Vaccinium macrocarpon
16577,CRANBERRY 400 ORAL,Vaccinium macrocarpon
16578,CRANBERRY 400MG,Vaccinium macrocarpon
16579,CRANBERRY 4200,Vaccinium macrocarpon
16580,CRANBERRY 4200 1X/DAY,Vaccinium macrocarpon
16581,CRANBERRY 4200MG,Vaccinium macrocarpon
16582,CRANBERRY 450MG,Vaccinium macrocarpon
16583,CRANBERRY 500,Vaccinium macrocarpon
16584,CRANBERRY 500,Vaccinium macrocarpon
16585,CRANBERRY 5000,Vaccinium macrocarpon
16586,CRANBERRY 500MG,Vaccinium macrocarpon
16587,CRANBERRY 8400,Vaccinium macrocarpon
16588,CRANBERRY AKUT,Vaccinium macrocarpon
16589,CRANBERRY ALIGN (PROBIOTIC),Vaccinium macrocarpon
16590,CRANBERRY ALLERGY,Vaccinium macrocarpon
16591,CRANBERRY AND BUCHU SUPPLEMENTS,Vaccinium macrocarpon
16592,CRANBERRY AND CALCIUM,Vaccinium macrocarpon
16593,CRANBERRY AND GRAPDE SEED SUPPLEMENT,Vaccinium macrocarpon
16594,CRANBERRY AND GREEN TEA EXTRACT,Vaccinium macrocarpon
16595,CRANBERRY AND VITAMIN C,Vaccinium macrocarpon
16596,CRANBERRY AZO BLADDER CONTROL,Vaccinium macrocarpon
16597,CRANBERRY BENEFITS,Vaccinium macrocarpon
16598,CRANBERRY BERCO,Vaccinium macrocarpon
16599,"CRANBERRY BERCO (ASCORBIC ACID , VACCINIUM MACROCARPON)",Vaccinium macrocarpon
16600,"CRANBERRY BERCO (ASCORBIC ACID, VACCINIUM MACROCARPON)",Vaccinium macrocarpon
16601,CRANBERRY BLAAS CMN,Vaccinium macrocarpon
16602,CRANBERRY BLADDER,Vaccinium macrocarpon
16603,CRANBERRY,Vaccinium macrocarpon
16604,CRANBERRY PLUS C,Vaccinium macrocarpon
16605,CRANBERRY CAPAUL,Vaccinium macrocarpon
16606,CRANBERRY,Vaccinium macrocarpon
16607,CRANBERRY CAPLETS,Vaccinium macrocarpon
16608,CRANBERRY CAPS,Vaccinium macrocarpon
16609,CRANBERRY CAPS (MULTIVITAMIN AND MINERAL SUPPLEMENT),Vaccinium macrocarpon
16610,CRANBERRY,Vaccinium macrocarpon
16611,CRANBERRY (VACCINIUM MACROCARPON),Vaccinium macrocarpon
16612,"CRANBERRY CAPSULE, 1000MG",Vaccinium macrocarpon
16613,CRANBERRY,Vaccinium macrocarpon
16614,CRANBERRY W/ PREBIOTIC AND PROBIOTIC,Vaccinium macrocarpon
16615,CRANBERRY CAPUSLE,Vaccinium macrocarpon
16616,CRANBERRY CHEW,Vaccinium macrocarpon
16617,CRANBERRY CHEW,Vaccinium macrocarpon
16618,CRANBERRY CHEWABLES,Vaccinium macrocarpon
16619,CRANBERRY CHEWS,Vaccinium macrocarpon
16620,CRANBERRY COMPLEX,Vaccinium macrocarpon
16621,CRANBERRY CONC-ASCORBIC ACID ORAL,Vaccinium macrocarpon
16622,CRANBERRY CONC.,Vaccinium macrocarpon
16623,CRANBERRY CONC/ASCORBIC ACID,Vaccinium macrocarpon
16624,CRANBERRY CONCA-ASCORBIC ASCID,Vaccinium macrocarpon
16625,CRANBERRY              /01512301/,Vaccinium macrocarpon
16626,CRANBERRY              /08793201/,Vaccinium macrocarpon
16627,CRANBERRY,Vaccinium macrocarpon
16628,CRANBERRY EXTRACT,Vaccinium macrocarpon
16629,CRANBERRY ORAL,Vaccinium macrocarpon
16630,CRANBERRY,Vaccinium macrocarpon
16631,CRANBERRY [ASCORBIC ACID;VACCINIU,Vaccinium macrocarpon
16632,CRANBERRY [ASCORBIC ACID;VACCINIUM MACROCARPON FRUIT],Vaccinium macrocarpon
16633,CRANBERRY [VACCINIUM MACROCARPON],Vaccinium macrocarpon
16634,CRANBERRY CONCENTRATED,Vaccinium macrocarpon
16635,CRANBERRY CONCENTRATES,Vaccinium macrocarpon
16636,CRANBERRY CONCENTRATION/VITAMIN C,Vaccinium macrocarpon
16637,CRANBERRY CONE C BACCILUS,Vaccinium macrocarpon
16638,CRANBERRY CONTENTRATE,Vaccinium macrocarpon
16639,CRANBERRY CR,Vaccinium macrocarpon
16640,CRANBERRY DO TERRA: GX ASSIST,Vaccinium macrocarpon
16641,CRANBERRY DRAG,Vaccinium macrocarpon
16642,CRANBERRY DRUG,Vaccinium macrocarpon
16643,CRANBERRY EXCTRACT,Vaccinium macrocarpon
16644,CRANBERRY EXRACT,Vaccinium macrocarpon
16645,CRANBERRY EXRTRACT,Vaccinium macrocarpon
16646,CRANBERRY EXT,Vaccinium macrocarpon
16647,CRANBERRY EXTRA,Vaccinium macrocarpon
16648,CRANBERRY EXTRACT (HERBAL PREPARATION),Vaccinium macrocarpon
16649,CRANBERRY EXTRACT VACCINIUM OXYCOCCUS FRUIT EXTRACT),Vaccinium macrocarpon
16650,CRANBERRY EXTRACT [VACCINIUM OXYCOCCOS FRUIT EXTRACT],Vaccinium macrocarpon
16651,CRANBERRY EXTRACTE,Vaccinium macrocarpon
16652,CRANBERRY EXTRACTS,Vaccinium macrocarpon
16653,CRANBERRY EXTRAKT,Vaccinium macrocarpon
16654,CRANBERRY FRUIT (ALL THERAPEUTIC PRODUCTS),Vaccinium macrocarpon
16655,CRANBERRY FRUIT,Vaccinium macrocarpon
16656,CRANBERRY FRUIT,Vaccinium macrocarpon
16657,CRANBERRY FRUIT,Vaccinium macrocarpon
16658,CRANBERRY FRUIT CON WITH VITAMIN C + E (ALL NON-THERAPEUTIC PROD,Vaccinium macrocarpon
16659,CRANBERRY FRUIT,Vaccinium macrocarpon
16660,CRANBERRY FRUIT WITH VITAMIN C AND E,Vaccinium macrocarpon
16661,CRANBERRY FRUIT EXTRACT,Vaccinium macrocarpon
16662,CRANBERRY FRUIT,Vaccinium macrocarpon
16663,CRANBERRY FRUIT PLUS VITAMIN C,Vaccinium macrocarpon
16664,CRANBERRY FRUIT,Vaccinium macrocarpon
16665,CRANBERRY FRUIT SUPPLEMENT,Vaccinium macrocarpon
16666,CRANBERRY FRUIT WITH VITAMIN C,Vaccinium macrocarpon
16667,CRANBERRY FRUT DRUG,Vaccinium macrocarpon
