,name,lookup_value
16107,ARICEPT (DONEPEXIL HYDROCHLORIDE),Red yeast rice
16108,ARICEPT (DONEPEZIL HYDROCHLORIDE) (DONEPEZIL HYDORCHLORIDE)?,Red yeast rice
16109,ARICEPT (DONEPEZIL HYDROCHLORIDE) (DONEPEZIL HYDROCHLOROTHIAZIDE),Red yeast rice
16110,ARICEPT (DONEPEZIL HYDROCHLORIDE) (TABLETS),Red yeast rice
16111,ARICEPT (DONEPEZIL HYDROCHLORIDE) (UNKNOWN),Red yeast rice
16112,ARICEPT (DONEPEZIL HYDROCHLORIDE) (UNKNOWN)?,Red yeast rice
16113,"ARICEPT (DONEPEZIL HYDROCHLORIDE) FILM-COATED TABLET, 10",Red yeast rice
16114,"ARICEPT (DONEPEZIL HYDROCHLORIDE) FILM-COATED TABLET, 5",Red yeast rice
16115,ARICEPT (DONEPEZIL HYDROCHLORIDE) ONGOING,Red yeast rice
16116,ARICEPT (DONEPEZIL HYDROCHLORIDE),Red yeast rice
16117,ARICEPT (DONEPEZIL HYDROCHLORIDE),Red yeast rice
16118,"ARICEPT (DONEPEZIL HYDROCHLORIDE) TABLET, 5",Red yeast rice
16119,ARICEPT (DONEPEZIL HYDROCHLORIDE),Red yeast rice
16120,ARICEPT (DONEPEZIL) HCL,Red yeast rice
16121,ARICEPT (DONEPEZILE HYDROCHLORIDE),Red yeast rice
16122,ARICEPT (DONEPZEIL HYDROCHLORIDE),Red yeast rice
16123,ARICEPT (DONEZIL HYDROCHLORIDE),Red yeast rice
16124,ARICEPT (DONNEPEZIL HYDROCHLORIDE),Red yeast rice
16125,ARICEPT (DONPEZIL HYDROCHLORIDE),Red yeast rice
16126,ARICEPT )DONEPEZIL HYDROCHLORIDE),Red yeast rice
16127,ARICEPT / DONEPEZIL,Red yeast rice
16128,ARICEPT /01318902/,Red yeast rice
16129,ARICEPT /JPN/,Red yeast rice
16130,ARICEPT /JPN/(DONEPEZIL HYDROCHLORIDE),Red yeast rice
16131,ARICEPT 9DONEPEZIL HYDROCHLORIDE),Red yeast rice
16132,ARICEPT ASPIRIN,Red yeast rice
16133,ARICEPT D,Red yeast rice
16134,ARICEPT D (DONEPEZIL HYDROCHLORIDE) (TABLETS) (DONEPEZIL HYDROCHLORIDE,Red yeast rice
16135,ARICEPT D (DONEPEZIL HYDROCHLORIDE),Red yeast rice
16136,ARICEPT D (DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE),Red yeast rice
16137,ARICEPT D (DONEZEPIL HYDROCHLORIDE) (DONEZEPIL HYDROCHLORIDE),Red yeast rice
16138,ARICEPT D(DONEPEZIL HYDROCHLORIDE),Red yeast rice
16139,"ARICEPT JPN (DONEPEZIL HYDROCHLORIDE) TABLET, 5",Red yeast rice
16140,ARICEPT (DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE),Red yeast rice
16141,"ARICEPT TABLETS, SODIUM CHLORIDE",Red yeast rice
16142,ARICEPT(DONEPEZIL HYDROCHLORIDE),Red yeast rice
16143,ARICEPT(DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE),Red yeast rice
16144,ARICET (DONEPEZIL HYDROCHLORIDE) (UNKNOWN),Red yeast rice
16145,ARICETT,Red yeast rice
16146,ATENOLOL-ARICEPT-SYNTHROID,Red yeast rice
16147,ATTENUATED LIVE VARICELLA - ZOSTER VIRUS (OKA STRAIN),Red yeast rice
16148,"BENZO-JEL 220 GEL, DENTIFRICE",Red yeast rice
16149,BETA-SITOSTEROL/DANSHEN/GARLIC/RED YEAST RICE,Red yeast rice
16150,BICA,Red yeast rice
16151,BLACK LICORICE,Red yeast rice
16152,BLACK LICORICE EXTRACT,Red yeast rice
16153,BLINDED VARICELLA-ZOSTER VIRUS VACCINE INACTIVATED (OKA/MERCK),Red yeast rice
16154,BRACE,Red yeast rice
16155,BRICEF,Red yeast rice
16156,"BROWN MIXTURE (ANTIMONY POTASSIUM TARTRATE, GLYCEROL, LIQUORICE",Red yeast rice
16157,BROWN MIXTURE (ANTIMONY POTASSIUM TARTRATE/LICORICE/OPIUM),Red yeast rice
16158,BUTALB-CAFF-ACETA-CODEINE) FIORICET W/CODEINE),Red yeast rice
16159,BUTALBITAL-ACETAMINOPHEN-CAFFEINE (FIORICET) 50-325-40,Red yeast rice
16160,"BUTALBITAL-ACETAMINOPHEN-CAFFEINE (FIORICET, ESGIC)",Red yeast rice
16161,BUTALBITAL-ACETAMINOPHEN-CAFLEINE (FLORICET),Red yeast rice
16162,BUTALBITAL/APAP/CODEINE (FIORICET W/CODEINE),Red yeast rice
16163,"CABAGIN (CINNAMON, POWDERED, DIASTASE, LIQURICE, MENTHOL, NISIN, SCOPO",Red yeast rice
16164,CALTRATE + CITRICEL,Red yeast rice
16165,CARICEL,Red yeast rice
16166,CHINESE LICORICE,Red yeast rice
16167,CHINESE LICORICE (+) CHINESE PEONY (+) CINNAMON (+) EPHEDRA (+) GINGER,Red yeast rice
16168,CITRICEL,Red yeast rice
16169,CITRICEL (ALL THERAPEUTIC PRODUCTS),Red yeast rice
16170,COMPOUND LIQUORICE,Red yeast rice
16171,COMPOUND LIQUORICE (UNK INGREDIENTS),Red yeast rice
16172,COMPOUND LIQUORICE,Red yeast rice
16173,COMPOUND LIQUORICE,Red yeast rice
16174,"CONTROLRX DENTIFRICE   5000 PRESCRIPTION   OMNI PHARMACEUTICALS,",Red yeast rice
16175,CORIANDER AND INDIAN LABURNUM AND LICORICE AND SENNA AND TAMARIND,Red yeast rice
16176,CORICEDIN HBP,Red yeast rice
16177,CP2D AND AS-3 NUTRICEL,Red yeast rice
16178,CYSTEINE HYDROCHLORIDE/GLYCINE/LICORICE,Red yeast rice
16179,DEGLYCYRRHIZINISED LIQUORICE,Red yeast rice
16180,DEGLYCYRRHIZINIZED EXTRACT OF LIQUORICE,Red yeast rice
16181,DENTIFRICES,Red yeast rice
16182,DGL-LICORICE,Red yeast rice
16183,DICA,Red yeast rice
16184,DICEM,Red yeast rice
16185,DILCE,Red yeast rice
16186,DINE,Red yeast rice
16187,DONEPEZIL -ARICEPT(R)-,Red yeast rice
16188,DONEPEZIL HYDROCHLORIDE (ARICEPT),Red yeast rice
16189,DONEPEZIL/ARICEPT,Red yeast rice
16190,DONEZEPIL -ARICEPT-,Red yeast rice
16191,DURICEF/TEFIDROX,Red yeast rice
16192,DURICEF/TEFIDROX (500,Red yeast rice
16193,EGYPTIAN LICORICE TEA,Red yeast rice
16194,ERICA,Red yeast rice
16195,ESGIC/FIORICET,Red yeast rice
16196,ESOPHAGEAL VARICES,Red yeast rice
16197,FACE,Red yeast rice
16198,FEBRICET,Red yeast rice
16199,FERRICET,Red yeast rice
16200,FICO,Red yeast rice
16201,FINRICET,Red yeast rice
16202,FIORICEF,Red yeast rice
16203,FIORICEL 50/325/40MG,Red yeast rice
16204,FIORICENT,Red yeast rice
16205,"FIORICEPT W/CODEINE (FIORICET W/CODEINE) (CODEINE PHOSPHATE, CAFFEINE,",Red yeast rice
16206,FIORICET  WITH CODEINE NUMBER 3,Red yeast rice
16207,FIORICET (AXOTAL (OLD FORM) (UNKNOWN),Red yeast rice
16208,FIORICET (AXOTAL (OLD FORM)) (TABLETS),Red yeast rice
16209,FIORICET (AXOTAL /0072700/ ),Red yeast rice
16210,FIORICET (AXOTAL /00727001/ (AXOTAL /00727001/),Red yeast rice
16211,FIORICET (AXOTAL /00727001/),Red yeast rice
16212,FIORICET (AXOTAL /00727001/) (AXOTAL /0072701/),Red yeast rice
16213,"FIORICET (AXOTAL /00727001/) (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16214,"FIORICET (AXOTAL /OLD FORM/ (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16215,"FIORICET (AXOTAL /OLD FORM/) (CAFFEINE, BUTABITAL PARACETAMOL)",Red yeast rice
16216,"FIORICET (AXOTAL /OLD FORM/) (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16217,"FIORICET (AXOTAL) (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16218,"FIORICET (AXOTAL/ 00727001/)(CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16219,FIORICET (AXOTAL/00727001/) (TABLET),Red yeast rice
16220,FIORICET (BUTALBITAL CAFFEINE PARACETAMOL),Red yeast rice
16221,"FIORICET (BUTALBITAL CAFFEINE, PARACETAMOL)",Red yeast rice
16222,"FIORICET (BUTALBITAL,  CAFFEINE. PARACETAMOL)",Red yeast rice
16223,"FIORICET (BUTALBITAL, ACETAMINOHPEN, CAFFEINE) (BUTALBITAL, ACETAMINOP",Red yeast rice
16224,"FIORICET (BUTALBITAL, CAFFEINE PARACETAMOL)",Red yeast rice
16225,"FIORICET (BUTALBITAL, CAFFEINE, PARACERTAMOL)",Red yeast rice
16226,"FIORICET (BUTALBITAL, CAFFEINE, PARACETAMOL)",Red yeast rice
16227,"FIORICET (BUTALBITAL, CAFFEINE, PARACETAMOL)",Red yeast rice
16228,"FIORICET (BUTALBITAL, CAFFEINE, PHARACETAMOL)",Red yeast rice
16229,"FIORICET (BUTALBITAL,CAFFEINE,PARACETAMOL)",Red yeast rice
16230,FIORICET (BUTALBITAL/CAFEEINE/PARACETAMOL),Red yeast rice
16231,"FIORICET (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16232,"FIORICET (FIORICET WITH CODEINE) (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16233,FIORICET (GE),Red yeast rice
16234,"FIORICET (PARACETAMOL, BUTALBITAL, CAFFEINE)",Red yeast rice
16235,"FIORICET (PARACETAMOL,CAFFEINE,BUTALBITAL)",Red yeast rice
16236,FIORICET (TABLETS) AXOTAL (OLD FORM)),Red yeast rice
16237,FIORICET + CODEINE,Red yeast rice
16238,FIORICET 50-300-40,Red yeast rice
16239,FIORICET 50-325-40,Red yeast rice
16240,FIORICET 50/325-40MG,Red yeast rice
16241,FIORICET 50/325/40 (WATSON LABORATORIES),Red yeast rice
16242,FIORICET EQ,Red yeast rice
16243,FIORICET PM,Red yeast rice
16244,FIORICET,Red yeast rice
16245,FIORICET,Red yeast rice
16246,FIORICET W CODEINE,Red yeast rice
16247,FIORICET W/ CODEINE,Red yeast rice
16248,"FIORICET W/ CODEINE (FIORICET W/ CODEINE) (CODEINE PHOSPHATE, CAFFEINE",Red yeast rice
16249,FIORICET W/CODEINE,Red yeast rice
16250,"FIORICET W/CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAM",Red yeast rice
16251,"FIORICET W/CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Red yeast rice
16252,"FIORICET W/CODEINE (BUTALBITAL, CAFFINE, CODINE, PHOSPHATE, PARACETAMO",Red yeast rice
16253,FIORICET W/CODEINE (BUTALBITAL/CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Red yeast rice
16254,FIORICET W/O CODEINE,Red yeast rice
16255,FIORICET WATSON USE TO,Red yeast rice
16256,"FIORICET WITH CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACE",Red yeast rice
16257,"FIORICET WITH CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Red yeast rice
16258,"FIORICET WITH CODEINE (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16259,"FIORICET WITH CODEINE (FIORICET WITH CODEINE) (CODEINE PHOSPHATE, CAFFEINE,BUTALBITAL, PARACETAMOL)",Red yeast rice
16260,FIORICET WITH CODINE,Red yeast rice
16261,"FIORICET(AXOTAL /OLD FORM/)(CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16262,"FIORICET(BUTALBITAL, CAFFEINE, PARACETAMOL)",Red yeast rice
16263,FIORICET-COD,Red yeast rice
16264,FIORICET-COD 30-50--325-40,Red yeast rice
16265,FIORICET-CODEINE,Red yeast rice
16266,FIORICET/ACETAMINAPHEN,Red yeast rice
16267,FIORICET/BUTALBITAL/CAFFEINE,Red yeast rice
16268,FIORICET/CAFFEINE/CODEINE,Red yeast rice
16269,FIORICET/COD,Red yeast rice
16270,FIORICET/CODEINE,Red yeast rice
16271,FIORICET/ESGIC,Red yeast rice
16272,"FIORICET; AXOTAL (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16273,FIORICETS (AXOTAL (OLD FORM)),Red yeast rice
16274,FIORICETT,Red yeast rice
16275,FIORICETTE,Red yeast rice
16276,FIRORICET,Red yeast rice
16277,FLORICEF,Red yeast rice
16278,FLORICET,Red yeast rice
16279,FLORICET (AXOTAL (OLD FORM),Red yeast rice
16280,FLORICET (FLORICET),Red yeast rice
16281,FLORICET WITH CODIENE,Red yeast rice
16282,FORICET,Red yeast rice
16283,FOURICET,Red yeast rice
16284,FREEZE-DRIED LIVE ATTENUATED VARICELLA VACCINE,Red yeast rice
16285,FRICEDONE,Red yeast rice
16286,FUORICET,Red yeast rice
16287,FURICET,Red yeast rice
16288,"FURICET (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice
16289,"GLYCYRON #2 (CALICUM CARBONATE, GLYCINE, LICORICE, METHIONINE)",Red yeast rice
16290,"GLYCYRON #2 (LICORICE, GLYCINE, CALCIUM CARBONATE, METHIONINE)",Red yeast rice
16291,"GLYCYRON #2 (METHIONINE, LICORICE, GLYCINE, CALCIUM CARBONATE)",Red yeast rice
16292,HERBAL MEDICINE CONTAINING HONEY-BAKED LICORICE,Red yeast rice
16293,HERBAL MEDICINE CONTAINING LICORICE,Red yeast rice
16294,HICEE,Red yeast rice
16295,HICET,Red yeast rice
16296,HISTAL (BIODIASTASE (+) CALCIUM CARBONATE (+) LICORICE (+) LIPASE (+),Red yeast rice
16297,ICD,Red yeast rice
16298,ICS,Red yeast rice
16299,ICY,Red yeast rice
16300,IGE,Red yeast rice
16301,IMMUNOGLOBULIN VARICELLA-ZOSTER,Red yeast rice
16302,IMMUNOGLOBULINES SP. ANTI-VARICELLE-ZONA,Red yeast rice
16303,"INSULIN, BABY ASPIRIN, FIORICET, INHALERS, HER EYES",Red yeast rice
16304,IORICET,Red yeast rice
16305,IPAFRICEPT,Red yeast rice
16306,IVE,Red yeast rice
16307,JUICE,Red yeast rice
16308,KINE,Red yeast rice
16309,LAGRICEL,Red yeast rice
16310,LAGRICEL OFTENO,Red yeast rice
16311,LAURICE ACID,Red yeast rice
16312,LEVETRICETA,Red yeast rice
16313,LEVETRICETAM,Red yeast rice
16314,LEVITERICETAM,Red yeast rice
16315,LICORICE (GLYCYRRHIZA GLABRA),Red yeast rice
16316,LICORICE /01125801/ (KANZOU (LICORICE)),Red yeast rice
16317,LICORICE ROOT/ELEUTHERO,Red yeast rice
16318,LICORICE TEA,Red yeast rice
16319,LICORICE WITH ROOT,Red yeast rice
16320,LICORICE [CINNAMOMUM CAMPHORA OIL;EUCALYPTUS GLOBULUS OIL;FERULA ASSA-,Red yeast rice
16321,LICORICE/PEONY (LIQUORICE),Red yeast rice
16322,"LICORICE/PEONY (LIQUORICE, PEONY)",Red yeast rice
16323,LICT,Red yeast rice
16324,LIPE,Red yeast rice
16325,LIQUORICE                          /01125801/,Red yeast rice
16326,LIQUORICE BASE,Red yeast rice
16327,LIQUORICE [GLYCYRRHIZA GLABRA],Red yeast rice
16328,LIVE,Red yeast rice
16329,LIVE ATTENUATED VARICELLA VACCINE,Red yeast rice
16330,LOMBRICES,Red yeast rice
16331,LORICEPT,Red yeast rice
16332,LORICET,Red yeast rice
16333,LYRICE,Red yeast rice
16334,MACA NUTRICEUTIC,Red yeast rice
16335,MARICEPT,Red yeast rice
16336,MAXILIFE RICE TOCOTRIENOLS,Red yeast rice
16337,MEASLES VACCINE/MUMPS VACCINE/RUBELLA VACCINE/VARICELLA-ZOSTER VACCINE,Red yeast rice
16338,MEASLES VACCINE;MUMPS VACCINE;RUBELLA VACCINE;VARICELLA ZOSTER VACCINE,Red yeast rice
16339,MIC,Red yeast rice
16340,MITE,Red yeast rice
16341,MMR (LIVE ATTENUATED) VARICELLA LIVE,Red yeast rice
16342,NICO,Red yeast rice
16343,NICOTINELL COATED LIQUIRICE (NCH),Red yeast rice
16344,NIFE,Red yeast rice
16345,NIPE,Red yeast rice
16346,NIZE,Red yeast rice
16347,NUTRICEE,Red yeast rice
16348,NUTRICEUTICAL,Red yeast rice
16349,OTC RED RICEYEAST,Red yeast rice
16350,PAEONIAE RADIX / LICORICE EXTRACT,Red yeast rice
16351,PEA AND RICE PROTEIN (PROTEIN SUPPLEMENTS),Red yeast rice
16352,PEONY LICORICE WATER EXTRACT,Red yeast rice
16353,PERICET DARVICE,Red yeast rice
16354,PIC,Red yeast rice
16355,PINE,Red yeast rice
16356,PIORICET (FIORICET W/CODEINE),Red yeast rice
16357,PRICEFIL,Red yeast rice
16358,PURICENT,Red yeast rice
16359,PYGEUM RED YEAST RICE,Red yeast rice
16360,RABE,Red yeast rice
16361,RACEM,Red yeast rice
16362,RBC,Red yeast rice
16363,RBCS,Red yeast rice
16364,RCC,Red yeast rice
16365,RCI,Red yeast rice
16366,RECOMBINANT VARICELLA ZOSTER VIRUS GLYCOPROTEIN E ANTIGEN.,Red yeast rice
16367,RECOMBINANT VARICELLA ZOSTER VIRUS SURFACE GLYCOPROTEIN E,Red yeast rice
16368,RED LEAF OR RICE SUPPLEMENT,Red yeast rice
16369,RED MARINE ALGAE PLUS CATS CLAW LICORICE D3 L-LYSINE,Red yeast rice
16370,RED RICE FOR 10 YEARS,Red yeast rice
16371,RED RICE SEED,Red yeast rice
16372,RED RICE SEED NATURAL SUPPLEMENT,Red yeast rice
16373,RESE,Red yeast rice
16374,RHZE,Red yeast rice
16375,RI,Red yeast rice
16376,RIBER,Red yeast rice
16377,RIBES,Red yeast rice
16378,RIBF,Red yeast rice
16379,RICAP,Red yeast rice
16380,RICE                               /08368701/,Red yeast rice
16381,RICE EXTRACT,Red yeast rice
16382,RICE PROTEIN,Red yeast rice
16383,RICE [CARBOPLATIN;ETOPOSIDE;IFOSFAMIDE;RITUXIMAB],Red yeast rice
16384,RICHQ,Red yeast rice
16385,RIDX,Red yeast rice
16386,RIF,Red yeast rice
16387,RIFA,Red yeast rice
16388,RILEX,Red yeast rice
16389,RIN,Red yeast rice
16390,RING,Red yeast rice
16391,RIO,Red yeast rice
16392,RIPE,Red yeast rice
16393,RISA,Red yeast rice
16394,RISE,Red yeast rice
16395,RISEK,Red yeast rice
16396,RISET,Red yeast rice
16397,RISO,Red yeast rice
16398,RISP,Red yeast rice
16399,RISPE,Red yeast rice
16400,RISS,Red yeast rice
16401,RITU,Red yeast rice
16402,RITZ,Red yeast rice
16403,RIVA,Red yeast rice
16404,RIVO,Red yeast rice
16405,RIZA,Red yeast rice
16406,RIZE,Red yeast rice
16407,RIZEK,Red yeast rice
16408,RIZI,Red yeast rice
16409,ROC,Red yeast rice
16410,ROXICE,Red yeast rice
16411,RTC,Red yeast rice
16412,RYDE,Red yeast rice
16413,RYE,Red yeast rice
16414,"SHAKUYAKU-KANZO-TO  (LIQUORICE, PEONY)",Red yeast rice
16415,"SHAKUYAKU-KANZO-TO (LIQUORICE,  PEONY)",Red yeast rice
16416,"SHAKUYAKU-KANZO-TO (LIQUORICE, PEONY)",Red yeast rice
16417,"SHAKUYAKU-KANZO-TO (LIQUORICE, PEONY)",Red yeast rice
16418,SHAKUYAKU-KANZO-TO (PEONY AND LICORICE ROOT),Red yeast rice
16419,SHINGLES VACCINE (RECOMBINANT VARICELLA ZOSTER VIRUS SURFACE GLYCOPROTEIN E),Red yeast rice
16420,SIORICETE,Red yeast rice
16421,SPICE,Red yeast rice
16422,STERICEF,Red yeast rice
16423,TICHE,Red yeast rice
16424,TICO,Red yeast rice
16425,TIDE,Red yeast rice
16426,"TORICEL, 25MG, WYETH",Red yeast rice
16427,TRICEBA,Red yeast rice
16428,TRICEDA,Red yeast rice
16429,TRICEF,Red yeast rice
16430,TRICEROL,Red yeast rice
16431,TUMERICE,Red yeast rice
16432,TURMERICE,Red yeast rice
16433,TWICE,Red yeast rice
16434,(FREEZE-DRIED LIVE ATTENUATED VARICELLA VACCINE),Red yeast rice
16435,URECE,Red yeast rice
16436,URIC,Red yeast rice
16437,URICA,Red yeast rice
16438,URICED,Red yeast rice
16439,URICED K,Red yeast rice
16440,URICEF,Red yeast rice
16441,URICEL,Red yeast rice
16442,URICEMIA-LOWERING AGENT,Red yeast rice
16443,URICET,Red yeast rice
16444,URICET K,Red yeast rice
16445,VACCINE AGAINST VARICELLA ZOSTER,Red yeast rice
16446,VACCINE OKA VARICELLA,Red yeast rice
16447,"VARICE, ZOSTER IMMUN GLOB [FORMULATION UNKNOWN) (VARICE, ZOSTER IMMUNE",Red yeast rice
16448,VARICELA,Red yeast rice
16449,VARICELL,Red yeast rice
16450,VARICELL?ZOSTER IMMUNE,Red yeast rice
16451,VARICELLA,Red yeast rice
16452,VARICELLA  VACCINE,Red yeast rice
16453,VARICELLA (CHICKENPOX VACCINATION),Red yeast rice
16454,"VARICELLA (VARICELLA VIRUS VACCINE, LIVE)",Red yeast rice
16455,VARICELLA IMMUNE GLOBULIN,Red yeast rice
16456,VARICELLA IMMUNIZATION,Red yeast rice
16457,VARICELLA VACC.,Red yeast rice
16458,VARICELLA VACCINATION,Red yeast rice
16459,VARICELLA VACCINE,Red yeast rice
16460,VARICELLA VACCINE (LIVE),Red yeast rice
16461,VARICELLA VACCINE LIVE ATTENUATED,Red yeast rice
16462,"VARICELLA VACCINE, LIVE",Red yeast rice
16463,VARICELLA VACCINES,Red yeast rice
16464,VARICELLA VACCINES (NO INGREDIENTS/SUBSTANCES),Red yeast rice
16465,VARICELLA VIRUS,Red yeast rice
16466,VARICELLA VIRUS VACCINE (NON-GSK),Red yeast rice
16467,VARICELLA VIRUS VACCINE LIVE,Red yeast rice
16468,VARICELLA VIRUS VACCINE LIVE (OKA/MERCK),Red yeast rice
16469,VARICELLA VIRUS VACCINE LIVE (UNSPECIFIED),Red yeast rice
16470,"VARICELLA VIRUS VACCINE, LIVE",Red yeast rice
16471,VARICELLA VIRUS VACCINE/LIVE,Red yeast rice
16472,VARICELLA ZOSTER BOOSTER,Red yeast rice
16473,VARICELLA ZOSTER H,Red yeast rice
16474,VARICELLA ZOSTER IMMUNE (NOS),Red yeast rice
16475,VARICELLA ZOSTER IMMUNE GLOBULIN,Red yeast rice
16476,VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN,Red yeast rice
16477,VARICELLA ZOSTER IMMUNE-GLOBULIN,Red yeast rice
16478,VARICELLA ZOSTER IMMUNOGLOBULIN,Red yeast rice
16479,VARICELLA ZOSTER VACCINE,Red yeast rice
16480,VARICELLA ZOSTER VACCINE BOOSTER,Red yeast rice
16481,VARICELLA ZOSTER VACCINE LIVE,Red yeast rice
16482,VARICELLA ZOSTER VACCINE LIVE (MAV/06),Red yeast rice
16483,VARICELLA ZOSTER VACCINE LIVE (OKA),Red yeast rice
16484,VARICELLA ZOSTER VACCINE LIVE (OKA/MERCK),Red yeast rice
16485,VARICELLA ZOSTER VIRUS IMMUNE GLOBULIN,Red yeast rice
16486,VARICELLA ZOSTER VIRUS LIVE ATTENUATED OKA/MERCK STRAIN,Red yeast rice
16487,VARICELLA ZOSTER VIRUS VACCINE,Red yeast rice
16488,VARICELLA ZOSTER VIRUS VACCINE LIVE,Red yeast rice
16489,VARICELLA-ZOSTER (PRESUMED VACCINE),Red yeast rice
16490,VARICELLA-ZOSTER IMMUNE,Red yeast rice
16491,VARICELLA-ZOSTER IMMUNE GLOBULIN (HUMAN),Red yeast rice
16492,VARICELLA-ZOSTER IMMUNE GLOBULIN (HUMAN) - VZIG,Red yeast rice
16493,VARICELLA-ZOSTER VACCINE,Red yeast rice
16494,VARICELLA-ZOSTER VACCINE NOS,Red yeast rice
16495,VARICELLA-ZOSTER VIRUS VACCINE,Red yeast rice
16496,VARICELLA-ZOSTER VIRUS VACCINE INACTIVATED (OKA/MERCK),Red yeast rice
16497,VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED (OKA/MERCK STRAIN),Red yeast rice
16498,VARICELLA-ZOSTER-IMMUNE GLOBULIN (HUMAN),Red yeast rice
16499,VARICELLA?ZOSTER IMMUNE GLOBULIN,Red yeast rice
16500,VARICELLA?ZOSTER VACCINE,Red yeast rice
16501,VARICELLA?ZOSTER VACCINE NOS,Red yeast rice
16502,VARICELLA?ZOSTER VIRUS VACCINE LIVE ATTENUATED (OKA/MERCK STRAIN,Red yeast rice
16503,VARICELLA?ZOSTER VIRUS VACCINE LIVE ATTENUATED (OKA/MERCK STRAIN),Red yeast rice
16504,VARICELLA?ZOSTER?GE?AS01B,Red yeast rice
16505,VARICELLON,Red yeast rice
16506,VARIVAX [VARICELLA ZOSTER VACCINE LIVE (OKA/MERCK)],Red yeast rice
16507,VIC,Red yeast rice
16508,VICES,Red yeast rice
16509,VICI,Red yeast rice
16510,VICK,Red yeast rice
16511,VIDE,Red yeast rice
16512,VINE,Red yeast rice
16513,VIT D - RED YEAST RICE,Red yeast rice
16514,VITE,Red yeast rice
16515,VO Q 10 PLUS READ YEAST RICE,Red yeast rice
16516,WINE,Red yeast rice
16517,YRICA,Red yeast rice
16518,ZIAE,Red yeast rice
16519,ZINCE,Red yeast rice
16520,ZOSTER VACCINE (LIVE VARICELLA VACCINE),Red yeast rice
16521,ZOSTER VACCINE LIVE (VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN),Red yeast rice
16522,18-AMINO ACID,Red yeast rice
16523,18?AMINO ACID,Red yeast rice
16524,AMINO CIDS,Red yeast rice
16525,AMINO SCIDS,Red yeast rice
16526,AMINOACIDS,Red yeast rice
16527,GABA AMINO ACID,Red yeast rice
16528,SOY BEAN,Red yeast rice
16529,CALC FLOUR,Red yeast rice
16530,DICOFLOR,Red yeast rice
16531,REUFLOR,Red yeast rice
16532,RIFAFOUR,Red yeast rice
16533,RIZE PLUS,Red yeast rice
16534,ALOE VERA,Red yeast rice
16535,CELERY,Red yeast rice
16536,PINE,Red yeast rice
16537,RISH,Red yeast rice
16538,BLACK SEED,Red yeast rice
16539,BLACKSEED,Red yeast rice
16540,BORAGE SEED OIL.,Red yeast rice
16541,CREED,Red yeast rice
16542,CUMIN SEED,Red yeast rice
16543,FAX SEED,Red yeast rice
16544,FLACK SEED,Red yeast rice
16545,FLAK SEED,Red yeast rice
16546,FLAX EED,Red yeast rice
16547,NICERGOLINA,Red yeast rice
16548,ALA DERM,Red yeast rice
16549,CALIDERM,Red yeast rice
16550,SALICREM,Red yeast rice
16551,SALIGEN,Red yeast rice
16552,SALIKERA,Red yeast rice
16553,ANISEED,Red yeast rice
16554,BLACK SEED,Red yeast rice
16555,FALX SEED,Red yeast rice
16556,FAX SEED,Red yeast rice
16557,FLAK SEED,Red yeast rice
16558,FLAX  SEED,Red yeast rice
16559,HELP SEED,Red yeast rice
16560,HEMP SEED,Red yeast rice
16561,SEKISEED,Red yeast rice
16562,SOY SEED,Red yeast rice
16563,FLAX SEED OI,Red yeast rice
16564,FLAX SEED OID,Red yeast rice
16565,HIPERICO,Red yeast rice
16566,NITE TIME,Red yeast rice
16567,WHITE ALDER,Red yeast rice
16568,WHITE ASH,Red yeast rice
16569,WHITE BIRCH,Red yeast rice
16570,WHITE LUNG,Red yeast rice
16571,WHITE OAK,Red yeast rice
16572,WHITE,Red yeast rice
16573,WHITE TEA,Red yeast rice
16574,WHITE WINE,Red yeast rice
16575,SENNALEAF,Stevia
16576,NETTLE LEAF,Stevia
