FAERS_drug_match,lookup_value
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Malus domestica,Apple cider vinegar
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Nigella sativa,Black cumin
Boswellia serrata,Boswellia
Chlorella vulgaris,Chlorella
Chlorella vulgaris,Chlorella
Chlorella vulgaris,Chlorella
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Vaccinium macrocarpon,Cranberry
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Oenothera biennis,Evening primrose oil
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Allium sativum,Garlic
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Citrus paradisi,Grapefruit
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
Oryza sativa,Red yeast rice
